0,0,-1
-0.0172,0.0736,-0.9971
-0.1066,0.0072,-0.9943
-0.0736,-0.1081,-0.9914
0.0452,-0.1439,-0.9886
0.1511,-0.0748,-0.9857
0.1774,0.0506,-0.9828
0.114,0.1633,-0.98
-0.0064,0.2126,-0.9771
-0.1335,0.1817,-0.9742
-0.2219,0.0846,-0.9714
-0.2448,-0.0451,-0.9685
-0.1977,-0.1686,-0.9657
-0.0955,-0.2528,-0.9628
0.0348,-0.278,-0.9599
0.1622,-0.2402,-0.9571
0.2593,-0.1491,-0.9542
0.3071,-0.0247,-0.9514
0.2977,0.1084,-0.9485
0.234,0.2259,-0.9456
0.1283,0.3077,-0.9428
-0.0012,0.3414,-0.9399
-0.1338,0.3225,-0.9371
-0.2495,0.255,-0.9342
-0.3321,0.1494,-0.9313
-0.3708,0.0209,-0.9285
-0.3612,-0.113,-0.9256
-0.3053,-0.2352,-0.9227
-0.2108,-0.3307,-0.9199
-0.0895,-0.3887,-0.917
0.0442,-0.4029,-0.9142
0.1753,-0.3726,-0.9113
0.2896,-0.3015,-0.9084
0.3753,-0.1977,-0.9056
0.4241,-0.0722,-0.9027
0.4317,0.0624,-0.8999
0.3978,0.1928,-0.897
0.3261,0.3069,-0.8941
0.2236,0.3945,-0.8913
0.0998,0.4481,-0.8884
-0.0342,0.4633,-0.8856
-0.167,0.4393,-0.8827
-0.2875,0.3785,-0.8798
-0.386,0.2863,-0.877
-0.4549,0.1702,-0.8741
-0.4892,0.0396,-0.8712
-0.4866,-0.0954,-0.8684
-0.4476,-0.2247,-0.8655
-0.3755,-0.3389,-0.8627
-0.2756,-0.4299,-0.8598
-0.1553,-0.4915,-0.8569
-0.0231,-0.5196,-0.8541
0.1119,-0.5128,-0.8512
0.2406,-0.4716,-0.8484
0.3548,-0.3991,-0.8455
0.447,-0.3003,-0.8426
0.5117,-0.1815,-0.8398
0.545,-0.0504,-0.8369
0.5451,0.0848,-0.834
0.5123,0.216,-0.8312
0.4487,0.3355,-0.8283
0.3583,0.4361,-0.8255
0.2466,0.5124,-0.8226
0.1199,0.56,-0.8197
-0.0144,0.5766,-0.8169
-0.1489,0.5614,-0.814
-0.2762,0.5155,-0.8112
-0.3896,0.4415,-0.8083
-0.483,0.3435,-0.8054
-0.5517,0.2269,-0.8026
-0.5924,0.0977,-0.7997
-0.603,-0.0373,-0.7969
-0.5833,-0.1712,-0.794
-0.5344,-0.2975,-0.7911
-0.4589,-0.41,-0.7883
-0.3606,-0.5031,-0.7854
-0.2443,-0.5726,-0.7825
-0.1158,-0.6154,-0.7797
0.019,-0.6294,-0.7768
0.1536,-0.6143,-0.774
0.2819,-0.5709,-0.7711
0.3981,-0.5013,-0.7682
0.4971,-0.4087,-0.7654
0.5745,-0.2975,-0.7625
0.627,-0.1726,-0.7597
0.6525,-0.0395,-0.7568
0.6499,0.096,-0.7539
0.6196,0.2281,-0.7511
0.5629,0.3512,-0.7482
0.4823,0.4602,-0.7454
0.3814,0.5507,-0.7425
0.2643,0.619,-0.7396
0.1358,0.6624,-0.7368
0.0013,0.6793,-0.7339
-0.1339,0.6691,-0.731
-0.2644,0.6323,-0.7282
-0.3851,0.5706,-0.7253
-0.4914,0.4864,-0.7225
-0.5791,0.3831,-0.7196
-0.6452,0.2647,-0.7167
-0.687,0.1357,-0.7139
-0.7032,0.001,-0.711
-0.6932,-0.1342,-0.7082
-0.6575,-0.265,-0.7053
-0.5976,-0.3867,-0.7024
-0.5156,-0.4947,-0.6996
-0.4147,-0.5854,-0.6967
-0.2985,-0.6553,-0.6938
-0.1712,-0.7023,-0.691
-0.0375,-0.7246,-0.6881
0.0982,-0.7216,-0.6853
0.2309,-0.6936,-0.6824
0.3561,-0.6414,-0.6795
0.4696,-0.5671,-0.6767
0.5675,-0.4732,-0.6738
0.6466,-0.363,-0.671
0.7042,-0.2402,-0.6681
0.7386,-0.1089,-0.6652
0.7487,0.0264,-0.6624
0.7342,0.1613,-0.6595
0.6956,0.2913,-0.6567
0.6344,0.4124,-0.6538
0.5525,0.5206,-0.6509
0.4526,0.6125,-0.6481
0.3381,0.6851,-0.6452
0.2124,0.7364,-0.6423
0.0797,0.7647,-0.6395
-0.0559,0.7691,-0.6366
-0.1903,0.7498,-0.6338
-0.3191,0.7072,-0.6309
-0.4386,0.6428,-0.628
-0.545,0.5586,-0.6252
-0.6353,0.4573,-0.6223
-0.7067,0.3419,-0.6195
-0.7571,0.2159,-0.6166
-0.7851,0.0831,-0.6137
-0.79,-0.0526,-0.6109
-0.7716,-0.1871,-0.608
-0.7305,-0.3164,-0.6052
-0.6681,-0.437,-0.6023
-0.5861,-0.5451,-0.5994
-0.487,-0.6379,-0.5966
-0.3737,-0.7127,-0.5937
-0.2494,-0.7673,-0.5908
-0.1177,-0.8003,-0.588
0.0176,-0.8108,-0.5851
0.1528,-0.7985,-0.5823
0.2841,-0.7639,-0.5794
0.4078,-0.708,-0.5765
0.5205,-0.6324,-0.5737
0.6192,-0.5392,-0.5708
0.7012,-0.431,-0.568
0.7643,-0.3107,-0.5651
0.8068,-0.1818,-0.5622
0.8275,-0.0476,-0.5594
0.8262,0.0881,-0.5565
0.8026,0.2219,-0.5536
0.7577,0.35,-0.5508
0.6926,0.4691,-0.5479
0.609,0.5762,-0.5451
0.5093,0.6683,-0.5422
0.396,0.7432,-0.5393
0.2722,0.7988,-0.5365
0.141,0.8339,-0.5336
0.0059,0.8475,-0.5308
-0.1297,0.8394,-0.5279
-0.2622,0.8097,-0.525
-0.3883,0.7593,-0.5222
-0.5048,0.6896,-0.5193
-0.6088,0.6022,-0.5165
-0.6976,0.4995,-0.5136
-0.7692,0.3841,-0.5107
-0.8216,0.2588,-0.5079
-0.8537,0.1269,-0.505
-0.8647,-0.0085,-0.5021
-0.8544,-0.1439,-0.4993
-0.823,-0.276,-0.4964
-0.7714,-0.4016,-0.4936
-0.7009,-0.5177,-0.4907
-0.6131,-0.6214,-0.4878
-0.5104,-0.7102,-0.485
-0.3951,-0.782,-0.4821
-0.2701,-0.8351,-0.4793
-0.1384,-0.8683,-0.4764
-0.0031,-0.8808,-0.4735
0.1324,-0.8723,-0.4707
0.2651,-0.8431,-0.4678
0.3917,-0.794,-0.4649
0.5093,-0.726,-0.4621
0.6151,-0.6409,-0.4592
0.7068,-0.5406,-0.4564
0.782,-0.4275,-0.4535
0.8392,-0.3043,-0.4506
0.8771,-0.1739,-0.4478
0.8947,-0.0392,-0.4449
0.8918,0.0966,-0.4421
0.8683,0.2304,-0.4392
0.825,0.3592,-0.4363
0.7627,0.4799,-0.4335
0.6831,0.5899,-0.4306
0.5877,0.6867,-0.4278
0.479,0.7681,-0.4249
0.3593,0.8323,-0.422
0.2313,0.8779,-0.4192
0.098,0.9039,-0.4163
-0.0377,0.9097,-0.4134
-0.1728,0.8953,-0.4106
-0.3043,0.8609,-0.4077
-0.4291,0.8074,-0.4049
-0.5447,0.736,-0.402
-0.6484,0.6483,-0.3991
-0.738,0.5462,-0.3963
-0.8116,0.4319,-0.3934
-0.8675,0.3081,-0.3906
-0.9046,0.1774,-0.3877
-0.922,0.0427,-0.3848
-0.9195,-0.0932,-0.382
-0.897,-0.2272,-0.3791
-0.8552,-0.3564,-0.3763
-0.7949,-0.4782,-0.3734
-0.7175,-0.5898,-0.3705
-0.6246,-0.689,-0.3677
-0.5182,-0.7735,-0.3648
-0.4007,-0.8417,-0.3619
-0.2745,-0.892,-0.3591
-0.1423,-0.9235,-0.3562
-0.007,-0.9355,-0.3534
0.1287,-0.9277,-0.3505
0.2618,-0.9003,-0.3476
0.3895,-0.854,-0.3448
0.5092,-0.7898,-0.3419
0.6184,-0.7089,-0.3391
0.7148,-0.6132,-0.3362
0.7965,-0.5045,-0.3333
0.8616,-0.3853,-0.3305
0.9089,-0.2579,-0.3276
0.9375,-0.1251,-0.3247
0.9467,0.0105,-0.3219
0.9364,0.146,-0.319
0.9069,0.2786,-0.3162
0.8586,0.4057,-0.3133
0.7928,0.5245,-0.3104
0.7106,0.6328,-0.3076
0.6139,0.7282,-0.3047
0.5045,0.8089,-0.3019
0.3848,0.8732,-0.299
0.2572,0.9199,-0.2961
0.1242,0.9479,-0.2933
-0.0114,0.9568,-0.2904
-0.1469,0.9464,-0.2876
-0.2795,0.917,-0.2847
-0.4067,0.869,-0.2818
