1,0,0
0.984807753,0.173648178,0.1
0.939692621,0.342020143,0.2
0.866025404,0.5,0.3
0.766044443,0.64278761,0.4
0.64278761,0.766044443,0.5
0.5,0.866025404,0.6
0.342020143,0.939692621,0.7
0.173648178,0.984807753,0.8
6.12E-17,1,0.9
-0.173648178,0.984807753,1
-0.342020143,0.939692621,1.1
-0.5,0.866025404,1.2
-0.64278761,0.766044443,1.3
-0.766044443,0.64278761,1.4
-0.866025404,0.5,1.5
-0.939692621,0.342020143,1.6
-0.984807753,0.173648178,1.7
-1,1.22E-16,1.8
-0.984807753,-0.173648178,1.9
-0.939692621,-0.342020143,2
-0.866025404,-0.5,2.1
-0.766044443,-0.64278761,2.2
-0.64278761,-0.766044443,2.3
-0.5,-0.866025404,2.4
-0.342020143,-0.939692621,2.5
-0.173648178,-0.984807753,2.6
-1.84E-16,-1,2.7
0.173648178,-0.984807753,2.8
0.342020143,-0.939692621,2.9
0.5,-0.866025404,3
0.64278761,-0.766044443,3.1
0.766044443,-0.64278761,3.2
0.866025404,-0.5,3.3
0.939692621,-0.342020143,3.4
0.984807753,-0.173648178,3.5
1,-2.45E-16,3.6
0.984807753,0.173648178,3.7
0.939692621,0.342020143,3.8
0.866025404,0.5,3.9
0.766044443,0.64278761,4
0.64278761,0.766044443,4.1
0.5,0.866025404,4.2
0.342020143,0.939692621,4.3
0.173648178,0.984807753,4.4
3.06E-16,1,4.5
-0.173648178,0.984807753,4.6
-0.342020143,0.939692621,4.7
-0.5,0.866025404,4.8
-0.64278761,0.766044443,4.9
-0.766044443,0.64278761,5
-0.866025404,0.5,5.1
-0.939692621,0.342020143,5.2
-0.984807753,0.173648178,5.3
-1,3.67E-16,5.4
-0.984807753,-0.173648178,5.5
-0.939692621,-0.342020143,5.6
-0.866025404,-0.5,5.7
-0.766044443,-0.64278761,5.8
-0.64278761,-0.766044443,5.9
-0.5,-0.866025404,6
-0.342020143,-0.939692621,6.1
-0.173648178,-0.984807753,6.2
-4.29E-16,-1,6.3
0.173648178,-0.984807753,6.4
