0.3517846,-0.7869986,-2.873479
0.5057634,-0.7079139,-2.871073
0.6422613,-0.5988617,-2.8686
0.7554799,-0.46365,-2.866056
0.8404377,-0.3072074,-2.86344
0.89319,-0.1353982,-2.860748
0.9110007,0.045183171,-2.857978
0.8924776,0.2274645,-2.855126
0.8376509,0.4041732,-2.85219
0.7480025,0.56811,-2.849165
0.6264315,0.7124491,-2.84605
0.4771712,0.8310061,-2.842839
0.3056472,0.918502,-2.83953
0.1182791,0.9707931,-2.836119
-0.077742465,0.9850534,-2.832601
-0.2747397,0.9599173,-2.828971
-0.4648297,0.8955631,-2.825226
-0.6402391,0.7937393,-2.82136
-0.7936199,0.6577247,-2.817368
-0.9183395,0.4922375,-2.813246
-1.00877,0.3032688,-2.808988
-1.060525,0.097884014,-2.804586
-1.070667,-0.1160435,-2.800037
-1.037852,-0.3301237,-2.795332
-0.9624209,-0.5357682,-2.790466
-0.846423,-0.7245325,-2.78543
-0.6935734,-0.8884509,-2.780218
-0.5091438,-1.020364,-2.774821
-0.2997888,-1.114221,-2.769231
-0.073318549,-1.165346,-2.763439
0.1615903,-1.170658,-2.757435
0.3957134,-1.128828,-2.75121
0.6196325,-1.040377,-2.744753
0.8241052,-0.9076963,-2.738054
1.000432,-0.7350051,-2.7311
1.140819,-0.5282233,-2.723878
1.238709,-0.294782,-2.716377
1.289071,-0.043367516,-2.708581
1.28864,0.2163926,-2.700478
1.236092,0.4742811,-2.69205
1.132149,0.7198882,-2.683281
0.979601,0.9430137,-2.674155
0.7832562,1.134079,-2.664653
0.5498004,1.284522,-2.654754
0.2875895,1.387166,-2.64444
0.006357764,1.436542,-2.633687
-0.2831245,1.429154,-2.622472
-0.5694501,1.363673,-2.61077
-0.8410097,1.24105,-2.598557
-1.086441,1.064551,-2.585803
-1.295096,0.8396897,-2.572479
-1.457477,0.5740758,-2.558554
-1.56565,0.2771796,-2.543995
-1.613611,-0.03999079,-2.528766
-1.597577,-0.365273,-2.512832
-1.516212,-0.6858066,-2.496151
-1.370756,-0.9885159,-2.478682
-1.165054,-1.260625,-2.460381
-0.9054906,-1.490177,-2.4412
-0.6008227,-1.666533,-2.421091
-0.2619001,-1.780845,-2.4
0.098691247,-1.826468,-2.377872
0.4670753,-1.799298,-2.354648
0.8285937,-1.698024,-2.330267
1.168371,-1.524281,-2.304664
1.471899,-1.282684,-2.27777
1.725636,-0.9807486,-2.249514
1.917587,-0.628696,-2.21982
2.03784,-0.2391386,-2.188612
2.07905,0.1733468,-2.155806
2.036829,0.5927297,-2.12132
1.910035,1.00213,-2.085066
1.700944,1.384473,-2.046955
1.415291,1.723174,-2.006894
1.062158,2.002851,-1.964792
0.653746,2.209998,-1.920553
0.2049761,2.333622,-1.874085
-0.2670151,2.365798,-1.825295
